name,url,updated_at,EN_0,FR_0,AR_0,module_type_0,value_0,updated_at_0,EN_1,FR_1,AR_1,module_type_1,value_1,04M,04F,511M,511F,1217M,1217F,1859M,1859F,60M,60F,updated_at_1,x,instance_id,latitude,longitude
syria,http://data.unhcr.org/syrianrefugees,2014-04-24 14:47:08,Total Persons of Concern,Personnes du ressort du HCR,إجمالي الأشخاص المعنيين,Total Population & Demography,4596161,2015-12-31 13:49:57,Registered Syrian Refugees,Réfugiés syriens enregistrés,اللاجئون السوريون المسجلون,Total Population & Demography,4596161,305774,290860,377907,358547,222246,210440,730907,814256,43676,54668,2015-12-31 13:49:57,false,syria,34.798502,38.493990



