name,url,updated_at,population,instance_id
syria,http://data.unhcr.org/syrianrefugees,2014-04-24 14:47:08,Total Persons of Concern,Personnes du ressort du HCR,إجمالي الأشخاص المعنيين,Total Population & Demography,4086760,2015-09-17 00:00:00,Registered Syrian Refugees,Réfugiés syriens enregistrés,اللاجئون السوريون المسجلون,Total Population & Demography,4086760,242193,229998,286240,271222,174384,164239,582801,639970,36069,45355,2015-09-17 00:00:00,false,syria
