name,url,updated_at,EN_1,FR_1,AR_1,module_type_1,value_1,updated_at_1,EN_2,FR_2,AR_2,module_type_2,value_2,04M,04F,511M,511F,1217M,1217F,1859M,1859F,60M,60F,updated_at_2,x,instance_id
Syria,http://data.unhcr.org/syrianrefugees,2014-04-24 14:47:08,Total Persons of Concern,Personnes du ressort du HCR,إجمالي الأشخاص المعنيين,Total Population & Demogrpahy,4087139,2015-09-13 00:00:00,Registered Syrian Refugees,Réfugiés syriens enregistrés,اللاجئون السوريون المسجلون,Total Population & Demogrpahy,4087139,242203,229979,286260,271240,174397,164296,582922,640108,36078,45367,2015-09-13 00:00:00,false,syria
