name,url,updated_at,EN_0,FR_0,AR_0,module_type_0,value_0,updated_at_0,EN_1,FR_1,AR_1,module_type_1,value_1,04M,04F,511M,511F,1217M,1217F,1859M,1859F,60M,60F,updated_at_1,x,instance_id,latitude,longitude
syria,http://data.unhcr.org/syrianrefugees,2014-04-24 14:47:08,Total Persons of Concern,Personnes du ressort du HCR,إجمالي الأشخاص المعنيين,Total Population & Demography,4393831,2015-12-10 15:33:12,Registered Syrian Refugees,Réfugiés syriens enregistrés,اللاجئون السوريون المسجلون,Total Population & Demography,4393831,226274,214688,275382,261215,167310,156995,562229,603415,33954,42049,2015-12-10 15:33:12,false,syria,34.798502,38.493990

